Code,Description
25425968,Ezi Turn Transport
25570156,SWV Meintjes
25396083,Genesis Carriers
25555884,Z Moledi Optometrist Pty Ltd
25223169,Freight First Services
25570512,TMC Enterprises
21116291,A G A Transport Co Pty Ltd
25570849,Lega-C Trucking
25572272,Zee 2 Zee Trading (Pty) Ltd
21855884,Toyota Tsusho Africa (Pty) Ltd
25542775,Priority One Group
25573724,NN Maphaha
00428471,Corrocoat SA Pty Ltd
25574135,Sakhi M Trans (Pty) Ltd
25167801,Red Wolf Global
25257614,Lift And Shift Trucking Zambia
25491999,Sigijimi Business Adminstrators
21513599,Glads Transport (Pty) Ltd
25323201,VNS Trading Cc
25576472,Loadmaster Ltd
25578548,Bright Eye Investment
25574356,LA Transporters (Pty) Ltd
25552362,Woest Consultants
25579889,Bezco Logistics
20983282,Orange Pallet Pty Ltd
25547351,Neville Freight Impex Logistics (Pty) Ltd
25528073,Resh Fuels
25297744,Bramfield Suppliers
21218107,PKR Transport Cc
25409506,LK Trans Pty Ltd
25581157,LA Derma
21669577,Refunkupi Security and Projects
21841728,Revopak
25582174,Humuda Tyres(Pty)Ltd
25560224,Palmfield Enterprises
25571977,Motlaeka Import Export
25561764,Beyond Border Carriers Cc
25584229,We Sell Trucks
25424716,Magnum Trading
25583982,RA Japan (Pty) Ltd
22034955,Hestony Transport (Edms)
01778613,Calgan Lounge (Pty) Ltd
25581076,Kingdom Trans
25574782,DK and Sons Trading
25585624,Thasana General Dealer Pty Ltd
25549443,Tutamzantsi Trading
22022230,Genios 7
25586434,W and L Konsultasie En Konstruksie
25433714,Fikwan Logistics
25585721,Delta Prime Import and Export
25493312,Raise Again Transport
25543178,Usangu Logistics Limited
01808178,Even Times Investments
25590066,Nads Heavy Haulage
25584393,Timelink Group (Pty) Ltd
21544955,Van Global Logistics (Pty) Ltd
21030973,Masiya Logistics
21856834,S and N Logistics
25593022,Mnandi Fuel
25497581,Lindenan Trading
21776428,Smarties Logistics
25594746,I Logistics
25593618,Mulibwanji Transport Limited
25595149,Gumbechibbs Petroleum
25484241,Phakama ZA Transport
20311308,Freight Ahead Pty Ltd
25596579,S Zivengwa
25596587,NJ Projects Carriers
25409980,Crystal Forwarding and Clearing (Pty) Ltd
25596172,Reddy Logistics Zambia Limited
21624593,Star Struck Trading CC
25596471,Trans Partners Namibia Cc
25565587,Superb Clearing and Logistics
21711283,Morena Sales and Merchandising
21021789,Route Management (Pty) Ltd
21942779,Divine Intervention Supply and Transport
25216652,African Legacy Logistics
25569981,Lupera Traders
25565722,Khamax Trading Enterprise (Pty) Ltd
25581548,Jowazi Logistics
21566469,Zentec Trading 63
22033495,Sashal Enterprises (Pty) Ltd
25482516,Orange Freight Trading and Projects
25465141,Young Boys Packaging
01291067,Select PPE (Pty) Ltd
25596512,Xrod Logistics
25571667,Clearstream Express
25600948,Cross Province Hauliers Limited
25600476,Danoil Investments Limited
20068185,Zelpy 1244 (Pty) Ltd
25580541,World Groupage Services Cape (Pty) Ltd
01220468,New Tech Packaging (Pty) Ltd
25578362,Consignit
25384701,Tshivhase Border Freight Clearance Services
25311077,Genesis Logistic Investments CC
25502068,Hajoru Boerdery (EDMS) Bpk
25597885,Izqi Holdings (Pty) Ltd
25241581,Netfreight Logistics (Pty) Ltd
25345920,Umeir Transport (Pty) Ltd
21509355,AMG Freight Logistics (Pty) Ltd
25387964,Group Ramusi Transport Logistics
25529320,MS Shipping Pty Ltd
25578920,Pareth Accountants and Tax Advisors
25254259,Ac Equipment and Lubricants
25606261,Bhatti Express
21408142,Manora Sa (Pty Ltd
21689088,Khanat Cc
25527239,Kingdom Freight
25438937,Coega Fruit Terminal
25538728,Atlantis Resources (Pvt) Ltd
25476606,FAR Cooperation
25553032,Triumphant Marketing and Logistics
25562189,Izan Logistics
21994677,Marveltin Transport and Logistics
25602312,Hassle Free Import and Export
25608809,Ranzo Log
25519997,Liso Lemphakatsi
00299227,United Container Depots (Pty) Ltd
21902924,Eagle Logistics Sa (Pty)Ltd
25189218,Scan Global Logistics Sa (Pty) Ltd
25574100,Sally Clearing
25610500,Imbani Tankers (Pty) Ltd
25574712,Mastech General Trading Cc
25610446,Lucas Sales
25191157,Get Africa Logistics
25509506,Border Auto Centre
ASSS Projects,ASSS Projects
25614115,Optimum Transport (Pty) Ltd
25118562,Trade World Group
21163325,Dyson & Lincoln (Pty) Ltd
21772643,E Steel Africa (Pty) Ltd
25089133,Prokel Trading
21541913,Bakonekone Customs Clearing and Forwarding (Pty) Ltd
25473658,Twinkle Star Clearing and Forwarding Agent
25275483,Asiadirect-Africa
21905158,National Road Carriers (Pty) Ltd
21514781,Miniter South Africa (Pty) Ltd
25594606,Cape to Tanganyica Express (Pty) Ltd
25620890,NS Fresh Produce (Pty) Ltd
25469716,Tshepo Properties
25609546,A G Wilson Grroup(Pty)Ltd
25610810,Mabatho Royal Imports and Exports Consultants
25621927,Mpea Logistics
25613429,Haddag Holdings
25452385,Princepearl Investments
00965193,Rygami Investments (Pty) Ltd
25601634,Fhulufhedzani Holdings
25627720,Umbrella Logistics and Transportation
25629839,Chaps Freight
21943546,JL Something Pty Ltd
25626716,Agri Sol (Edms) Bpk
25629855,Tamanga101 Transport
25531607,IBT Projects
25626813,Werda Cargo (Pty) Ltd
21911744,Phoenix Fortitude Pty Ltd
25631595,Tamele Vista Alegre Transport
25630798,Regitrade
25546487,Inspired Cargo Solutions
25576103,Falko Globa
25624136,Nkwe Civils CC
25593898,Kainos Global Logistics
21710821,Autox (Pty) Ltd
25632138,Mtimandze Mntungwa Investment
25569884,Revival Medical Supplies
25433208,Trimex Distributors
25364494,Cutsim Transport
25527115,African Bulk Resources
25621730,Bakwena Line Projects
25553539,Greyfalcon Investment
25636915,Outlast Logistics
25545855,Rocha Freight Services
25632065,Pro Connor Freight and Logistics
25640172,Sinomatic Trading
25637539,Madala Clearing Agent Import and Export
25537993,Lambie Logistics
25180954,Texmacom Trading
25460794,Diamondream Freight and Logistis Management
25390379,Prime Corporation
25572124,TJS Import and Export Clearing
25476738,Prospecthorizon Import and Export CC
25625027,SJM Logistics Services
25484853,Limu Freight Forwarding Services
25647525,Gaia Global Solutions
20932445,Stacks Logistics (Pty) Ltd 
25105216,Aseco Container Services (Pty) Ltd
25324895,Power It Trading
20123715,Makhulu's Logistic Services (Pty) Ltd
25606504,Santana Holdings
25300483,KDSE Consulting Group (Pty) Ltd
25647177,Ibrazo Holdings
25632634,Steel Beyond Freight and Logistics
25530360,Transworld Cargo (Pty) Ltd 
25648319,HBA Investments
25628743,LJM Trusted Clearing and Forwading Agency (Pty) Ltd
25651610,WJ Smit
21406450,Sulawest Logistics Pty Ltd
25654583,NDK Road Haulers
25642795,Lunar Empire
25647398,AT Mathope
21886760,Castlehill Trading 120 Cc
25277346,Qees M
21379974,Highlander Arms and Ammo Cc
25156320,Thiart Group Trading
25290553,Allied Catering Products
25651983,CMF Freight Services
25612864,Mogale Construction and Logistic
25651211,Apollo Black Horse Logistics
21740752,Lanca Rei Enterprises
25656272,Provlog Holdings
25602819,Silver Winter
25545847,S and R Freight (Pty) Ltd
20942113,The E-Junction BK
25651890,Bemfar Enterprise
21496361,Eco Truss Africa
25324658,S and L Trading and Enterprises
25656094,Venmcq Solution
21922443,Momentous Travel
25149848,Fusion Dispatch Center
25666196,Fair Thunder Transport
25666242,Nyalungu Clearing Services
25027109,M Power Transport (Pty) Ltd
21556607,FCS Holdings (Pty) Ltd
25648483,Transgon Investments (Private)Limited
25564998,Tintwa Group
25670634,I-BA Holdings
21915456,Thareen Enterprises Pty Ltd
25657023,Nxalati Trading
25532657,Ikamva Carriers
25652722,Gwajo Tradings (Pty) Ltd
25663537,CC Trade 185 CC
25672314,Eman Imports and Exports
25651343,AM Mountain Roots
25623199,Heavy-Soul (Pty) Ltd
20595811,Malmoza Logistics (Pty) Ltd
25612619,Sandre Commodities (Pty) Ltd
25676026,NO 1 Online Solutions Pty Ltd
25621137,Murishaan Enterprise (Pty) Ltd
25127039,LA Faveur Logistics
25680553,PEC Transport (Pty) Ltd
25683791,Revolving Logistix
25676452,Stallion Trucking Corporation (Pty) Ltd
25663774,Editona Consultants
21529052,Kingsmead Capital Trade (Pty) Ltd
25682672,Logistic Partners Pty Ltd
25684095,ABK Movers CC
20398635,Unitrade 425(Pty) Ltd
25686020,LAK Consulting (Pty) Ltd
20682951,Halsted and Co Pty Ltd
25414045,Lindamkhonto Trucking Specialist (Pty) Ltd
20589774,Zinandi Trading 1004 (Pty) Ltd
25690701,DJ Logistics CC
25682238,Komati Engineering
25693972,Devoted Business Solutions
25548653,JB Logistics Solutions
25586183,Yusra Management Services (Pty)Ltd
21418732,Intercross Management
01446179,Home Fires Transvaal Pty Ltd
25670842,OCCL Shared Services
25698788,Phelandaba Auto Delivery
25588542,OG and GT
25537085,Relfas Transport and Logistix Systems
22019559,J Planet Consulting and Engineering (Pty) Ltd
25459894,Sommy Investment
25375789,Oda Japan Motors
25694170,Shiptech Logistics Pty Ltd
25700321,NGL Direct Africa (Pty) Ltd
20514517,Worldlink Express (Pty) Ltd
25691058,Moosa Empire
25701557,Sabeeha Logistics
25330630,United Logistics Group
20738608,E Solutions Freight
25635331,Ultra Quality
25443743,Northnam Carriers
25689453,Phathika Projects (Pty) Ltd
25161927,MLC Transport (Pty) Ltd
25707008,SF Tsepe
25570504,Express Link Clearing
25239863,Zamm Imports Limited
25705668,Kyro Clearing
25194032,HPS Transport
25143963,AVSS Logistics
25004062,ESP Group Of Companies
25510604,AMPM SA
25158579,Tebbys Destiny
25647134,S N L Logistics
25474980,Lava Logistics (Pty) Ltd
25650185,Umhlaba Fuels and Logistics (Pty) Ltd
25712329,Racmac Logistics
25189846,Covane Trading
25712582,EL Roi Carriers
25707288,Intro Feline Trading and Projects
20646878,Timberg Cc
25133357,Wilred Holding SA
25655284,Reid Innovations (Pty) Ltd
25562693,NN and OB Logistics
25701433,Shalom Logistics SA
25688678,Sunroute Transport Limited
25719978,Arrive Business Investment
21704758,Thatch Protection Africa (Pty)Ltd
25684958,R Chetty
25719986,CP Industries
25252388,BMG Shipping
25361517,Across Borders Clearing Agency
2572033,Bobuti Kgwebong Logistics
25720673,Thomsol Import And Export
25641735,Motswagole Enterprise
21055060,Cjnuma Import And Export
25596790,Rondevlei Carriers
25721149,Grain Tec Logistics
25721947,Wabron Logistics
25681576,Zarula Services
25594150,SADC Upcross Border Services (Pty) Ltd
25722641,Afrilogic Holdings
25726477,Capstone Trucking
25727406,Wilred Diesel (Pty) Ltd
25246826,Van Niekerk Plant Hire
21827867,Misty Sea Trading 296 Pty Ltd
25728666,MCK KD Group
25502165,New Life Logistics
25728143,ED Clearance
25731070,Ka Magubela Trading Enterprise
25467039,Premier Linehaul
25383357,Zenith Corporation (Pty) Ltd
21045430,MJB Road Freight
22031301,Ngempumelelo Logistics
25335087,Glan4 Clearing Agent
25707296,A B Enterprise
25733960,Elite Cargo Transport
25616622,Expo1995
25728607,Kanaan Vervoer
21965998,JGJ Transport Management
25734169,Cargo World
25734541,Andlogsa
25617386,Obakeng Maximum Tradings
25607179,MTT Clearing Agents
25735874,Crossa
25678576,Oqis Solutions
25414347,Henwood Bedding
25736293,Bakwena Import and Exports
25345580,Zimbulk Tankers (Private) Limited
25689402,Daka Freights Limited
25737605,AS Khunwana
25737648,Translogix
25728782,Matiki Pamozi
25738431,Logistics Legacy
25607756,Inspired Freight and Logistics
25350729,Dapan Mining
25618654,Bovua Logistics
25740451,Empire Auto Logistics
25707393,Modrich Enterprise
21785574,CBS Africa
22026546,Fuelserve Logistics
21998656,Bakers Bulk
25736927,Real Africa Clearing
25682149,Ocean Wide Trade and Logistics
25654806,Daily Supply and Clearing Solutions
25741415,Magwala Holdings
25516335,XPR Logistics
25739608,Major D Clearing and Forwarding
20276680,Unqondo Projects Cc
25748568,SWI Trading Namibia CC
25746751,Africool Logistics CC
25747693,NWB Carriers CC
25653294,Proxy Auto Exports
25746379,Short Logistics
21928077,Star Group Of Companies (Pty) Ltd
25749173,Taz Auto
21132996,Crossbrook Investments
25752424,PT Lowbed Service (Pty) Ltd
25654814,Rotibam Global Ventures
25753344,Jezenga Vatenzi Trading
25741806,Time Check Enterprise
21448698,K2013232314(SOUTH AFRICA)PTY LTD
25620882,Cosco Shipping Africa Supply Chain
21375877,Advance Freight Cc
25758910,Tiger Capital Investments Cc
21874550,Rap Fresh (Pty) Ltd
25757124,Swift Move Transport
25750057,Zanox1
25757744,MG Mgcouw Services
21361591,Reign Freigh
25717924,Afro-Ken Logistics
25575840,Zonkizizwe Holdings
25042424,Pod Logistics
25733898,Jodin Enterprises
21851420,Isibaya Logistics Tours & Projects Pty Ltd
22040032,Crossroads Distribution Botswana
21303740,Kit Kat Group
21976190,Cupa (Pty) Ltd
21924993,Sandre Roerende Batetrust
25768818,Southern Star Logistics
21928603,Sporturf (Pty) Ltd
25377331,SKC Marketing
25770714,LPCM Freight Solutions
25740303,Luphohlo Commodities and Mining
25582870,Dunlet Logistics
25771281,LNC Group
25740540,Provisionshq Logistics
21224815,GPW Diesel and Dust 07 CC
25715905,Dung Beetle Logistics Proprietary Limited
25773713,Khuthaza Logistics
20097387,Propateez 81 (Pty) Ltd
25301447,Khula Mshengu Logistics
25775228,Dynamic Solvents
21964509,Tich Trucking CC
25739527,Clearing Agent Hub
25769237,Crested Turaco (Proprietary) Limited
25749769,Pink World Projects
00891716,Heriot Exports Pty Ltd
25770862,Som Oils
25770080,Khani General Projects and Enterprise (Pty) Ltd
25775163,Tlelebenya Clearing
25762305,Afric Logistics Services
25528456,Hlanganani Shipping Consulting and Logistic Services Pty Ltd
25775651,Sky First Africa Group
21971695,Rhythm King Trading 69 Cc
25777271,Rozelles Superettre
25684672,Multipac Logistics SA
25784342,SZN Holdingz
25785567,Kgoalza (Pty) Ltd
25787799,FWJ Pieters
25432459,FWJ Logistix (Pty) Ltd
25678916,Radical Action Security Service (Pty) Ltd
22018005,Gatundu Trading Corporation (Pty) Ltd
25251225,CMW International
21929435,Shipchain (Pty) Ltd
25789120,Biz In A Box Holdings
25778456,Freight Explorer (Pty)Ltd
25663561,Avaria Logistics
25797211,Mufakose Fast Logistics Pty Ltd
25797221,D Magwegwe
25798102,Mosuhl Enter Trading
20898951,Sheerline Aluminium Systems
25798641,Inspiration Africa Enterprises (Private) Limited
21684949,Junior Nel Snel Transport and Logistics Cc
